pub_type,authors,year,title,lowercase,includes_bats_in_title,includes_traits_in_title,to_keep,includes_trait_info,directly_available,fully_included_in_another_source,source,publisher,doi,s
Review,"Yovel, Y; Franz, MO; Stilz, P; Schnitzler, HU",2011,Complex echo classification by echo-locating bats: a review,complex echo classification by echo locating bats a review,yes,no,NA,NA,NA,NA,JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,SPRINGER,NA,auto
Article,"Pavoine, S",2019,An ordination approach to explore similarities among communities,an ordination approach to explore similarities among communities,no,no,NA,NA,NA,NA,JOURNAL OF THEORETICAL BIOLOGY,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,NA,auto
Article,"Gonsalves, L; Law, B",2018,"Seasonal activity patterns of bats in North Sydney, New South Wales: implications for urban bat monitoring programs","seasonal activity patterns of bats in north sydney, new south wales implications for urban bat monitoring programs",yes,no,NA,NA,NA,NA,AUSTRALIAN MAMMALOGY,CSIRO PUBLISHING,NA,auto
Article,"Martén-Rodríguez, S; Almarales-Castro, A; Fenster, CB",2009,"Evaluation of pollination syndromes in Antillean Gesneriaceae: evidence for bat, hummingbird and generalized flowers","evaluation of pollination syndromes in antillean gesneriaceae evidence for bat, hummingbird and generalized flowers",yes,no,NA,NA,NA,NA,JOURNAL OF ECOLOGY,WILEY,NA,auto
Review,"Dorrestein, A; Westcott, D; Martin, JM; Phalen, D; Rose, K; Welbergen, JA",2024,Bat mating systems-A review and recategorisation,bat mating systems a review and recategorisation,yes,no,NA,NA,NA,NA,ECOLOGY AND EVOLUTION,WILEY,NA,auto
Article,"Jacquet, C; Mouillot, D; Kulbicki, M; Gravel, D",2017,Extensions of Island Biogeography Theory predict the scaling of functional trait composition with habitat area and isolation,extensions of island biogeography theory predict the scaling of functional trait composition with habitat area and isolation,no,yes,NA,NA,NA,NA,ECOLOGY LETTERS,WILEY,NA,auto
Article,"Emelianova, OR; Panyutina, AA; Sivitskaya, NA; Kitaitsev, AA; Tikhonova, NA",2018,Spatiotemporal Characteristics of Quadrupedal Locomotion in Vespertilionid Bats,spatiotemporal characteristics of quadrupedal locomotion in vespertilionid bats,yes,no,NA,NA,NA,NA,BIOLOGY BULLETIN,PLEIADES PUBLISHING INC,NA,auto
Review,"Mickleburgh, SP; Hutson, AM; Racey, PA",2002,A review of the global conservation status of bats,a review of the global conservation status of bats,yes,no,NA,NA,NA,NA,ORYX,CAMBRIDGE UNIV PRESS,NA,auto
Review,"Markotter, W; Coertse, J; De Vries, L; Geldenhuys, M; Mortlock, M",2020,Bat-borne viruses in Africa: a critical review,bat borne viruses in africa a critical review,yes,no,NA,NA,NA,NA,JOURNAL OF ZOOLOGY,WILEY,NA,auto
Article,"Razak, KA",2018,Adaptations for Substrate Gleaning in Bats: The Pallid Bat as a Case Study,adaptations for substrate gleaning in bats the pallid bat as a case study,yes,no,NA,NA,NA,NA,BRAIN BEHAVIOR AND EVOLUTION,KARGER,NA,auto
Article,"Jojic, V; Budinski, I; Blagojevic, J; Vujosevic, M",2015,Mandibular and cranial modularity in the greater horseshoe bat Rhinolophus ferrumequinum (Chiroptera: Rhinolophidae),mandibular and cranial modularity in the greater horseshoe bat rhinolophus ferrumequinum (chiroptera rhinolophidae),yes,no,NA,NA,NA,NA,HYSTRIX-ITALIAN JOURNAL OF MAMMALOGY,ASSOC TERIOLOGICA ITALIANA,NA,auto
Review,"Feijó, A; Wang, YQ; Sun, J; Li, FH; Wen, ZX; Ge, DY; Xia, L; Yang, QS",2019,Research trends on bats in China: A twenty-first century review,research trends on bats in china a twenty first century review,yes,no,NA,NA,NA,NA,MAMMALIAN BIOLOGY,SPRINGER HEIDELBERG,NA,auto
Article,"Gillies, KE; Murphy, PJ; Matocq, MD",2014,Hibernacula Characteristics of Townsend's Big-eared Bats in Southeastern Idaho,hibernacula characteristics of townsend s big eared bats in southeastern idaho,yes,no,NA,NA,NA,NA,NATURAL AREAS JOURNAL,NATURAL AREAS ASSOC,NA,auto
Article,"Zhou, XM; Jen, PHS",2001,The effect of sound intensity on duration-tuning characteristics of bat inferior collicular neurons,the effect of sound intensity on duration tuning characteristics of bat inferior collicular neurons,yes,no,NA,NA,NA,NA,JOURNAL OF COMPARATIVE PHYSIOLOGY A-SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,SPRINGER-VERLAG,NA,auto
Article,"Gordon, R; Ivens, S; Ammerman, LK; Fenton, MB; Littlefair, JE; Ratcliffe, JM; Clare, EL",2019,Molecular diet analysis finds an insectivorous desert bat community dominated by resource sharing despite diverse echolocation and foraging strategies,molecular diet analysis finds an insectivorous desert bat community dominated by resource sharing despite diverse echolocation and foraging strategies,yes,no,NA,NA,NA,NA,ECOLOGY AND EVOLUTION,WILEY,NA,auto
Review,"Saldaña-Vázquez, RA",2014,Intrinsic and extrinsic factors affecting dietary specialization in Neotropical frugivorous bats,intrinsic and extrinsic factors affecting dietary specialization in neotropical frugivorous bats,yes,no,NA,NA,NA,NA,MAMMAL REVIEW,WILEY,NA,auto
Article,"Zamora-Gutierrez, V; Rivera-Villanueva, AN; Balvanera, SM; Castro-Castro, A; Aguirre-Gutiérrez, J",2021,Vulnerability of bat-plant pollination interactions due to environmental change,vulnerability of bat plant pollination interactions due to environmental change,yes,no,NA,NA,NA,NA,GLOBAL CHANGE BIOLOGY,WILEY,NA,auto
Review,"Kawamoto, K",2003,Endocrine control of the reproductive activity in hibernating bats,endocrine control of the reproductive activity in hibernating bats,yes,no,NA,NA,NA,NA,ZOOLOGICAL SCIENCE,ZOOLOGICAL SOC JAPAN,NA,auto
Review,"Fan, Y; Zhao, K; Shi, ZL; Zhou, P",2019,Bat Coronaviruses in China,bat coronaviruses in china,yes,no,NA,NA,NA,NA,VIRUSES-BASEL,MDPI,NA,auto
Article,"Hurtado, N; Sepúlveda, RD; Pacheco, V",2015,Sexual size dimorphism of a sensory structure in a monomorphic bat,sexual size dimorphism of a sensory structure in a monomorphic bat,yes,no,NA,NA,NA,NA,ACTA CHIROPTEROLOGICA,MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES,NA,auto
Article,"Leruste, A; Villéger, S; Malet, N; De Wit, R; Bec, B",2018,Complementarity of the multidimensional functional and the taxonomic approaches to study phytoplankton communities in three Mediterranean coastal lagoons of different trophic status,complementarity of the multidimensional functional and the taxonomic approaches to study phytoplankton communities in three mediterranean coastal lagoons of different trophic status,no,no,NA,NA,NA,NA,HYDROBIOLOGIA,SPRINGER,NA,auto
Article,"Regnery, B; Couvet, D; Kubarek, L; Julien, JF; Kerbiriou, C",2013,Tree microhabitats as indicators of bird and bat communities in Mediterranean forests,tree microhabitats as indicators of bird and bat communities in mediterranean forests,yes,no,NA,NA,NA,NA,ECOLOGICAL INDICATORS,ELSEVIER,NA,auto
Review,"Findlay-Robinson, R; Deecke, VB; Weatherall, A; Hill, DL",2023,Effects of climate change on life-history traits in hibernating mammals,effects of climate change on life history traits in hibernating mammals,no,yes,NA,NA,NA,NA,MAMMAL REVIEW,WILEY,NA,auto
Article,"Shute, KE; Loeb, SC; Jachowski, DS",2021,Seasonal Shifts in Nocturnal Habitat Use by Coastal Bat Species,seasonal shifts in nocturnal habitat use by coastal bat species,yes,no,NA,NA,NA,NA,JOURNAL OF WILDLIFE MANAGEMENT,WILEY,NA,auto
Article,"Moratelli, R; Calisher, CH",2015,Bats and zoonotic viruses: can we confidently link bats with emerging deadly viruses?,bats and zoonotic viruses can we confidently link bats with emerging deadly viruses?,yes,no,NA,NA,NA,NA,MEMORIAS DO INSTITUTO OSWALDO CRUZ,FUNDACO OSWALDO CRUZ,NA,auto
Review,"Wilkinson, GS; Carter, GG; Bohn, KM; Adams, DM",2016,Non-kin cooperation in bats,non kin cooperation in bats,yes,no,NA,NA,NA,NA,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,ROYAL SOC,NA,auto
Review,"Smotherman, M; Knörnschild, M; Smarsh, G; Bohn, K",2016,The origins and diversity of bat songs,the origins and diversity of bat songs,yes,no,NA,NA,NA,NA,JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,SPRINGER HEIDELBERG,NA,auto
Article,"Lee, S; Jo, SD; Son, K; An, I; Jeong, J; Wang, SJ; Kim, Y; Jheong, W; Oem, JK",2018,Genetic Characteristics of Coronaviruses from Korean Bats in 2016,genetic characteristics of coronaviruses from korean bats in 2016,yes,no,NA,NA,NA,NA,MICROBIAL ECOLOGY,SPRINGER,NA,auto
Article,"Avila, RS; Rocha, DI; Nunes, CEP; Galetto, L; Dornelas, MC; Sazima, M",2022,Divergent strategies of nectar secretion in two bat-pollinated Passiflora species,divergent strategies of nectar secretion in two bat pollinated passiflora species,yes,no,NA,NA,NA,NA,FLORA,ELSEVIER GMBH,NA,auto
Article,"MacAyeal, LC; Riskin, DK; Swartz, SM; Breuer, KS",2011,Climbing flight performance and load carrying in lesser dog-faced fruit bats (Cynopterus brachyotis),climbing flight performance and load carrying in lesser dog faced fruit bats (cynopterus brachyotis),yes,no,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL BIOLOGY,COMPANY BIOLOGISTS LTD,NA,auto
Article,"Godinho, LN; Lumsden, LF; Coulson, G; Griffiths, SR",2019,Flexible roost selection by Gould's wattled bats (Chalinolobus gouldii) using bat boxes in an urban landscape,flexible roost selection by gould s wattled bats (chalinolobus gouldii) using bat boxes in an urban landscape,yes,no,NA,NA,NA,NA,AUSTRALIAN JOURNAL OF ZOOLOGY,CSIRO PUBLISHING,NA,auto
Article,"Schabacker, T; Castiglione, R; Snijders, L; Knörnschild, M",2025,Social vocalizations indicate behavioural type in Glossophagine bats,social vocalizations indicate behavioural type in glossophagine bats,yes,no,NA,NA,NA,NA,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,ROYAL SOC,NA,auto
Article,"Vanderwolf, KJ; Campbell, LJ; Taylor, DR; Goldberg, TL; Blehert, DS; Lorch, JM",2021,Mycobiome Traits Associated with Disease Tolerance Predict Many Western North American Bat Species Will Be Susceptible to White-Nose Syndrome,mycobiome traits associated with disease tolerance predict many western north american bat species will be susceptible to white nose syndrome,yes,yes,NA,NA,NA,NA,MICROBIOLOGY SPECTRUM,AMER SOC MICROBIOLOGY,NA,auto
Review,"Arias-Aguilar, A; Hintze, F; Aguiar, LMS; Rufray, V; Bernard, E; Pereira, MJR",2018,Who's calling? Acoustic identification of Brazilian bats,who s calling? acoustic identification of brazilian bats,yes,no,NA,NA,NA,NA,MAMMAL RESEARCH,SPRINGER HEIDELBERG,NA,auto
Review,"Boyles, JG; Dunbar, MB; Whitaker, JO",2006,Activity following arousal in winter in North American vespertilionid bats,activity following arousal in winter in north american vespertilionid bats,yes,no,NA,NA,NA,NA,MAMMAL REVIEW,WILEY-BLACKWELL,NA,auto
Review,"Xu, N; Fu, ZY; Chen, QC",2014,Adaptation of Specialized Auditory System to Echolocation in CF-FM Bat,adaptation of specialized auditory system to echolocation in cf fm bat,yes,no,NA,NA,NA,NA,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,"CHINESE ACAD SCIENCES, INST BIOPHYSICS",NA,auto
Review,"Fenton, MB",1997,Science and the conservation of bats,science and the conservation of bats,yes,no,NA,NA,NA,NA,JOURNAL OF MAMMALOGY,OXFORD UNIV PRESS INC,NA,auto
Review,"Giunta, F; Hernout, BV; Langen, TA; Twiss, MR",2024,A systematic review of trace elements in the tissues of bats (Chiroptera)*,a systematic review of trace elements in the tissues of bats (chiroptera)*,yes,no,NA,NA,NA,NA,ENVIRONMENTAL POLLUTION,ELSEVIER SCI LTD,NA,auto
Article,"Siivonen, Y; Wermundsen, T",2008,Characteristics of winter roosts of bat species in southern Finland,characteristics of winter roosts of bat species in southern finland,yes,no,NA,NA,NA,NA,MAMMALIA,WALTER DE GRUYTER GMBH,NA,auto
Article,"Viljoen, N; Weyer, J; Coertse, J; Markotter, W",2023,Evaluation of Taxonomic Characteristics of Matlo and Phala Bat Rabies-Related Lyssaviruses Identified in South Africa,evaluation of taxonomic characteristics of matlo and phala bat rabies related lyssaviruses identified in south africa,yes,no,NA,NA,NA,NA,VIRUSES-BASEL,MDPI,NA,auto
Article,"Hiller, T; Honner, B; Page, RA; Tschapka, M",2018,Leg structure explains host site preference in bat flies (Diptera: Streblidae) parasitizing neotropical bats (Chiroptera: Phyllostomidae,leg structure explains host site preference in bat flies (diptera streblidae) parasitizing neotropical bats (chiroptera phyllostomidae,yes,no,NA,NA,NA,NA,PARASITOLOGY,CAMBRIDGE UNIV PRESS,NA,auto
Review,"JOHNSON, JI; KIRSCH, JAW; REEP, RL; SWITZER, RC",1994,PHYLOGENY THROUGH BRAIN TRAITS - MORE CHARACTERS FOR THE ANALYSIS OF MAMMALIAN EVOLUTION,phylogeny through brain traits more characters for the analysis of mammalian evolution,no,no,NA,NA,NA,NA,BRAIN BEHAVIOR AND EVOLUTION,KARGER,NA,auto
Article,"Encarnacao, JA; Kierdorf, U; Ekschmitt, K; Wolters, V",2006,Age-related variation in physical and reproductive condition of male Daubenton's bats (Myotis daubentonii),age related variation in physical and reproductive condition of male daubenton s bats (myotis daubentonii),yes,no,NA,NA,NA,NA,JOURNAL OF MAMMALOGY,ALLIANCE COMMUNICATIONS GROUP DIVISION ALLEN PRESS,NA,auto
Article,"Schwab, NA; Chesonis, TN; Doherty, K; Ramsey, P",2024,Roost characteristics and fidelity of silver-haired bat maternity colonies in a floodplain cottonwood forest,roost characteristics and fidelity of silver haired bat maternity colonies in a floodplain cottonwood forest,yes,no,NA,NA,NA,NA,CONSERVATION SCIENCE AND PRACTICE,WILEY,NA,auto
Article,"Lange, CE; Coulibaly, JK; Ako, ABA; Vakou, SN; Koffi, EK; Mendelsohn, E; Ball, S; Martinez, S; Francisco, L; Saylors, K; Manzan, J; Bamba, D; Kouakou, V; Koui, ST; Frantz, JL; Joly, D; Yapi, C; Daszak, P; Dosso, M; Laudisoit, A",2023,Human interactions with bats and bat coronaviruses in rural Cote d'Ivoire,human interactions with bats and bat coronaviruses in rural cote d ivoire,yes,no,NA,NA,NA,NA,ONE HEALTH,ELSEVIER,NA,auto
Review,"Dzal, YA; Gillam, EH",2024,"The nose knows: a review of the diversity, form, and function of the external and internal features of the bat nose","the nose knows a review of the diversity, form, and function of the external and internal features of the bat nose",yes,no,NA,NA,NA,NA,CANADIAN JOURNAL OF ZOOLOGY,CANADIAN SCIENCE PUBLISHING,NA,auto
Review,"Guest, EE; Stamps, BF; Durish, ND; Hale, AM; Hein, CD; Morton, BP; Weaver, SP; Fritts, SR",2022,An Updated Review of Hypotheses Regarding Bat Attraction to Wind Turbines,an updated review of hypotheses regarding bat attraction to wind turbines,yes,no,NA,NA,NA,NA,ANIMALS,MDPI,NA,auto
Article,"Olimpi, EM; Philpott, SM",2018,Agroecological farming practices promote bats,agroecological farming practices promote bats,yes,no,NA,NA,NA,NA,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,ELSEVIER,NA,auto
Article,"Witsenburg, F; Schneider, F; Christe, P",2014,Epidemiological traits of the malaria-like parasite Polychromophilus murinus in the Daubenton's bat Myotis daubentonii,epidemiological traits of the malaria like parasite polychromophilus murinus in the daubenton s bat myotis daubentonii,yes,yes,NA,NA,NA,NA,PARASITES & VECTORS,BMC,NA,auto
Article,"Mejia, P; Urbieta, GL; Xavier, BD; de Castro, IJ; De Toledo, JJ; Graciolli, G; Viana Dias, LA; Carvalho, WD",2024,Seasonal variation and host sex affect bat-bat fly interaction networks in the Amazonian savannahs,seasonal variation and host sex affect bat bat fly interaction networks in the amazonian savannahs,yes,no,NA,NA,NA,NA,INTEGRATIVE ZOOLOGY,WILEY,NA,auto
Article,"Amelon, SK; Hooper, SE; Womack, KM",2017,Bat wing biometrics: using collagen-elastin bundles in bat wings as a unique individual identifier,bat wing biometrics using collagen elastin bundles in bat wings as a unique individual identifier,yes,no,NA,NA,NA,NA,JOURNAL OF MAMMALOGY,OXFORD UNIV PRESS INC,NA,auto
Article,"Cruz-Salazar, B; García-Bautista, M; Ruiz-Montoya, L",2019,"Genetic structure associated with the ecological traits of four species of phyllostomid bats inhabiting Selva El Ocote Biosphere Reserve, Chiapas, Mexico","genetic structure associated with the ecological traits of four species of phyllostomid bats inhabiting selva el ocote biosphere reserve, chiapas, mexico",yes,yes,NA,NA,NA,NA,ACTA CHIROPTEROLOGICA,MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES,NA,auto
Review,"Muñoz-Romo, M; Page, RA; Kunz, TH",2021,Redefining the study of sexual dimorphism in bats: following the odour trailPalabras clave,redefining the study of sexual dimorphism in bats following the odour trailpalabras clave,yes,no,NA,NA,NA,NA,MAMMAL REVIEW,WILEY,NA,auto
Article,"Psyllakis, JM; Brigham, RM",2006,Characteristics of diurnal roosts used by female Myotis bats in sub-boreal forests,characteristics of diurnal roosts used by female myotis bats in sub boreal forests,yes,no,NA,NA,NA,NA,FOREST ECOLOGY AND MANAGEMENT,ELSEVIER,NA,auto
Article,"Suzuki, J; Sato, R; Kobayashi, T; Aoi, T; Harasawa, R",2014,"Group B Betacoronavirus in Rhinolophid Bats, Japan","group b betacoronavirus in rhinolophid bats, japan",yes,no,NA,NA,NA,NA,JOURNAL OF VETERINARY MEDICAL SCIENCE,JAPAN SOC VET SCI,NA,auto
Article,"Barclay, RMR",1999,Bats are not birds - A cautionary note on using echolocation calls to identify bats: A comment,bats are not birds a cautionary note on using echolocation calls to identify bats a comment,yes,no,NA,NA,NA,NA,JOURNAL OF MAMMALOGY,AMER SOC MAMMALOGISTS,NA,auto
Article,"Curtis, AA; Smith, TD; Bhatnagar, KP; Brown, AM; Simmons, NB",2020,Maxilloturbinal Aids in Nasophonation in Horseshoe Bats (Chiroptera: Rhinolophidae),maxilloturbinal aids in nasophonation in horseshoe bats (chiroptera rhinolophidae),yes,no,NA,NA,NA,NA,ANATOMICAL RECORD-ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY,WILEY,NA,auto
Article,"Foster, RW; Kurta, A",1999,Roosting ecology of the northern bat (Myotis septentrionalis) and comparisons with the endangered Indiana bat (Myotis sodalis),roosting ecology of the northern bat (myotis septentrionalis) and comparisons with the endangered indiana bat (myotis sodalis),yes,no,NA,NA,NA,NA,JOURNAL OF MAMMALOGY,OXFORD UNIV PRESS INC,NA,auto
